report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	off_road_description	related_non_motorist	collision_type	weather	light	traffic_control	driver_substance_abuse	non_motorist_substance_abuse	person_id	pedestrian_type	pedestrian_movement	pedestrian_actions	pedestrian_location	pedestrian_obeyed_traffic_signal	pedestrian_visibility	at_fault	injury_severity	safety_equipment	route_type	surface_condition
MCP115100CK	210021599	Montgomery County Police	Injury Crash	2021-06-07T11:25:00.000	PARKING LOT AREA OF 12301 MIDDLEBROOK ROAD	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	F2C47FBA-2DBC-482C-8A5D-B82A42238FD9	PEDESTRIAN	OTHER	OTHER	OTHER	OTHER	MIXED CLOTHING	UNKNOWN	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP2432000F	210021556	Montgomery County Police	Injury Crash	2021-06-07T05:09:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	NONE DETECTED	AE927132-6400-48A4-8636-D26F0EB1C96D	PEDESTRIAN	Walking/Riding w/Traffic	IN ROADWAY IMPROPERLY	SHOULDER	OTHER	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
DM8497000P	210021540	Takoma Park Police Depart	Injury Crash	2021-06-06T21:10:00.000	PARKING LOT AT TAKOMA LANGLEY CROSSROADS	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	OTHER	UNKNOWN	UNKNOWN	C5C68526-6EB3-4108-873D-D0C57F28A3DB	PEDESTRIAN	Cross/Enter at Intersection	DART DASH	OTHER	OTHER	LIGHT CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP2761002R	210021311	Montgomery County Police	Injury Crash	2021-06-05T02:00:00.000	PARKING LOT IN FRONT OF 19041 STEDWICK DRIVE	PEDESTRIAN	STRAIGHT MOVEMENT ANGLE	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	NONE DETECTED	B77D4543-FDEA-4A26-980D-D8BF00030EBE	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
DD5637002J	210021285	Rockville Police Departme	Injury Crash	2021-06-04T21:08:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	00629468-FF2E-4FE5-8721-020A876CE3E8	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP32710012	210021108	Montgomery County Police	Injury Crash	2021-06-03T17:28:00.000	UNKNOWN	BICYCLIST	SINGLE VEHICLE	CLOUDY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	8405D411-1EF6-4AE6-9184-2CBD43E7E8AE	BICYCLIST	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP263900C8	210021006	Montgomery County Police	Injury Crash	2021-06-03T08:21:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLOUDY	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	55DC5794-CEC4-4FCF-B5B0-DBC19A429BCA	BICYCLIST	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	WET
MCP32400023	210020989	Montgomery County Police	Injury Crash	2021-06-02T21:25:00.000	PARKING LOT OF 1 OBSERVATION CT	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	UNKNOWN	UNKNOWN	5A1DBE8B-F345-4D5A-9D70-A4C25E60AD77	PEDESTRIAN	OTHER	OTHER	OTHER	OTHER	HEAD LIGHT	UNKNOWN	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP32470017	210020613	Montgomery County Police	Injury Crash	2021-05-31T15:11:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	3F5DE650-6434-4A74-ADA5-29C380C0D8B5	PEDESTRIAN	Cross/Enter not at Intersection	FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER	ON ROADWAY NOT AT CROSSWALK	DISOBEYED PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	US (State)	DRY
MCP27830043	210020523	Montgomery County Police	Injury Crash	2021-05-30T20:00:00.000	UNKNOWN	PEDESTRIAN	SAME DIRECTION SIDESWIPE	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	39A2FC92-DA57-4654-9BD1-0D514DACC520	PEDESTRIAN	Standing	OTHER	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP3022003W	210020396	Montgomery County Police	Injury Crash	2021-05-29T18:35:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	RAINING	DAYLIGHT	STOP SIGN	UNKNOWN	UNKNOWN	C6C3C2EC-DF76-488E-B34D-49476A67EEF9	BICYCLIST	Cross/Enter at Intersection	FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER	AT INTERSECTION BUT NO CROSSWALK	DISOBEYED PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	OTHER	WET
MCP30380053	210020082	Montgomery County Police	Injury Crash	2021-05-27T15:23:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	985C0FA5-9AC3-4F4D-99CC-A530FA31CD23	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP26100029	210019959	Montgomery County Police	Injury Crash	2021-05-26T17:22:00.000	PARKING LOT OF 229 MUDDY BRANCH RD GAITHERSBURG MARYLAND	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED, UNKNOWN	NONE DETECTED	11CDB9B5-0FBF-4F8C-AC91-57589C0C3A36	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	LIGHT CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP2852002V	210019830	Montgomery County Police	Injury Crash	2021-05-25T20:43:00.000	UNKNOWN	BICYCLIST	ANGLE MEETS RIGHT TURN	CLEAR	DUSK	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	8E6E91B7-9823-4FD3-85A6-8D5EB016B2DE	BICYCLIST	OTHER	FAILURE TO YIELD RIGHT OF WAY	ON ROADWAY AT CROSSWALK	OTHER	OTHER	Yes	POSSIBLE INJURY	MC/BIKE HELMET	Other Public Roadway	DRY
DM8490000W	210019621	Takoma Park Police Depart	Injury Crash	2021-05-24T15:29:00.000	1127 UNIVERSITY BLVD E / SHOPPING CENTER PARKING	PEDESTRIAN	OTHER	RAINING	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	D6A8C144-6F07-40D1-91DC-EB52416FAB38	PEDESTRIAN	OTHER	OTHER	ON ROADWAY NOT AT CROSSWALK	OTHER	LIGHT CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP9369001S	210019431	Montgomery County Police	Injury Crash	2021-05-23T02:15:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	NONE DETECTED	D77E4A56-49F7-456A-A139-DFBE28EAB47E	PEDESTRIAN	Walking/Riding w/Traffic	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
MCP31210043	210019391	Montgomery County Police	Injury Crash	2021-05-22T18:42:00.000	IFO 1514 TANYARD HILL ROAD GAITHERSBURG MD	BICYCLIST	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	68DAD175-49CD-44A1-8B34-0E7C89E9A08F	BICYCLIST	Playing	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	PROTECTIVE PADS	OTHER	UNKNOWN
MCP32870013	210019100	Montgomery County Police	Injury Crash	2021-05-20T19:00:00.000	PARKING LOT OF 7919 TUCKERMAN LN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DUSK	NO CONTROLS	UNKNOWN	UNKNOWN	4A372518-5354-4D0C-8535-B099996822D3	PEDESTRIAN	Other Working	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
HA24490018	21000936	Maryland-National Capital	Injury Crash	2021-05-20T14:33:00.000	UNKNOWN	BICYCLIST	SAME DIR REAR END	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	8E2F7706-9D45-43FD-8485-9C090D095A47	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	OTHER	No	SUSPECTED MINOR INJURY	NONE	Government	DRY
MCP31230025	210019038	Montgomery County Police	Injury Crash	2021-05-20T12:58:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	6086F579-800F-45FD-A75D-33B6F8FD7244	PEDESTRIAN	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	OTHER	OTHER	No	POSSIBLE INJURY	NONE	County	DRY
MCP31230025	210019038	Montgomery County Police	Injury Crash	2021-05-20T12:58:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	4FAA6C44-DA31-4522-937B-ECEC7F8BA4AA	PEDESTRIAN	Walking/Cycling on Sidewalk	OTHER	SIDEWALK	OTHER	OTHER	No	SUSPECTED SERIOUS INJURY	NONE	County	DRY
MCP2917007R	210018952	Montgomery County Police	Injury Crash	2021-05-19T19:12:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	7F20F036-A0AF-4DFE-9D2C-699AE4E3156A	PEDESTRIAN	Playing	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	OTHER	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP2849003W	210018785	Montgomery County Police	Injury Crash	2021-05-18T16:27:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	D44E4612-D2DE-4879-9AE0-EFBF2185E34F	BICYCLIST	Cross/Enter at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY AT CROSSWALK	DISOBEYED PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	MC/BIKE HELMET	Maryland (State)	DRY
MCP3251000N	210018379	Montgomery County Police	Injury Crash	2021-05-15T20:00:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	UNKNOWN	NONE DETECTED	3D094995-9B65-4844-886D-91D2E442142E	BICYCLIST	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3232001X	210018058	Montgomery County Police	Injury Crash	2021-05-13T18:56:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	01E48790-3C97-4E48-B26B-9D36BDF92B79	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
MCP3232001X	210018058	Montgomery County Police	Injury Crash	2021-05-13T18:56:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	6AB3F25B-FACC-4515-AD4D-6897D55A204F	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION MARKED CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
MCP3287000Y	210018034	Montgomery County Police	Injury Crash	2021-05-13T16:43:00.000	UNKNOWN	BICYCLIST	ANGLE MEETS RIGHT TURN	CLEAR	DAYLIGHT	STOP SIGN	UNKNOWN	UNKNOWN	246B3C02-180A-4151-A6EA-E652844B4E21	BICYCLIST	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	ON ROADWAY AT CROSSWALK	OTHER	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3055002T	210017989	Montgomery County Police	Injury Crash	2021-05-13T11:55:00.000	PARKING LOT AT 13781 CONNECTICUT AVE (GIANT)	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	UNKNOWN	UNKNOWN	E52457EE-6113-46A7-8A98-3FFA961F04BA	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	LIGHT CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP1235002X	210017760	Montgomery County Police	Injury Crash	2021-05-11T18:31:00.000	PARKING LOT OF 10121 NEW HAMPSHIRE AVENUE	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	BF13040A-2232-478F-B346-A30619209FBA	PEDESTRIAN	OTHER	NO IMPROPER ACTIONS	OTHER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP93110037	210017682	Montgomery County Police	Injury Crash	2021-05-11T11:12:00.000	UNKNOWN	PEDESTRIAN	SAME DIR REAR END	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	DEA09DEA-EEBA-44BB-9A46-306FFA6084A6	PEDESTRIAN	Other Working	NO IMPROPER ACTIONS	OTHER	NO PED. SIGNAL	REFLECTIVE MATERIAL	No	SUSPECTED MINOR INJURY	NONE	County	DRY
MCP3169003Y	210017670	Montgomery County Police	Injury Crash	2021-05-11T09:00:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	C00AD95C-4666-48AF-BE70-A456F966010E	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	SHOULDER	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	Maryland (State)	DRY
MCP271700V7	210017608	Montgomery County Police	Injury Crash	2021-05-10T17:50:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	2A6F2A02-F86F-4D42-9C50-670CAB71DF6A	BICYCLIST	Cross/Enter not at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	SUSPECTED MINOR INJURY	MC/BIKE HELMET	County	DRY
MCP2496002M	210017307	Montgomery County Police	Injury Crash	2021-05-08T14:32:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLOUDY	DAYLIGHT	STOP SIGN	NONE DETECTED	NONE DETECTED	9A4373B8-1772-4D9A-BFA9-54380D64D78D	BICYCLIST	Cross/Enter at Intersection	FAILURE TO YIELD RIGHT OF WAY	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	Yes	POSSIBLE INJURY	MC/BIKE HELMET	County	DRY
MCP32380015	210017240	Montgomery County Police	Injury Crash	2021-05-08T02:24:00.000	PARKING LOT NEAR 8100 FENTON STREET; SILVER SPRING AVENUE @ FENTON STREET	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	ALCOHOL PRESENT	NONE DETECTED	6DF898C0-3FDE-4597-BE76-D2BA0B8AF4EC	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	OTHER	OTHER	LIGHT CLOTHING	No	SUSPECTED SERIOUS INJURY	NONE	OTHER	UNKNOWN
MCP2720005P	210017224	Montgomery County Police	Injury Crash	2021-05-07T21:42:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	ALCOHOL PRESENT	3B44BC10-B071-4C8C-BA24-4426DCC65F4E	PEDESTRIAN	Cross/Enter not at Intersection	FAILURE TO YIELD RIGHT OF WAY	ON ROADWAY NOT AT CROSSWALK	DISOBEYED PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	WET
MCP2966005P	210017319	Montgomery County Police	Injury Crash	2021-05-05T17:30:00.000	UNKNOWN	BICYCLIST	OTHER	OTHER	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	3CEE8725-86C8-4EC4-9CC5-83F27F166F3A	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	AT INTERSECTION BUT NO CROSSWALK	NO PED. SIGNAL	OTHER	No	POSSIBLE INJURY	NONE	County	UNKNOWN
MCP3275000K	210016843	Montgomery County Police	Injury Crash	2021-05-05T12:14:00.000	UNKNOWN	PEDESTRIAN	OTHER	OTHER	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	05A4DE12-DF4D-483A-8354-3123DDE1FC4E	PEDESTRIAN	Cross/Enter at Intersection	OTHER	ON ROADWAY AT CROSSWALK	OTHER	MIXED CLOTHING	UNKNOWN	SUSPECTED SERIOUS INJURY	NONE	Maryland (State)	DRY
HA24490016	21000833	Maryland-National Capital	Injury Crash	2021-05-05T07:08:00.000	UNKNOWN	BICYCLIST	SAME DIR REAR END	RAINING	DAYLIGHT	OTHER	UNKNOWN	UNKNOWN	9AA69E4D-3CF1-4781-8154-23659E7D1866	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	OTHER	LIGHT CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Government	WET
DD5635003M	210016780	Rockville Police Departme	Injury Crash	2021-05-04T18:02:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	0B58A4EF-0DE4-4055-9EF0-E117667AFBB8	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	WET
MCP94040034	210016740	Montgomery County Police	Injury Crash	2021-05-04T14:41:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	CB0EAAF2-0D45-4F64-895A-A46FB46776AF	PEDESTRIAN	Cross/Enter at Intersection	OTHER	AT INTERSECTION MARKED CROSSWALK	OTHER	LIGHT CLOTHING	UNKNOWN	SUSPECTED MINOR INJURY	NONE	Maryland (State)	DRY
MCP3109005F	210016670	Montgomery County Police	Injury Crash	2021-05-04T08:28:00.000	UNKNOWN	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLEAR	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	NONE DETECTED	45E53F3E-82B1-48E0-B292-E6E498F073F4	BICYCLIST	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	POSSIBLE INJURY	MC/BIKE HELMET	US (State)	DRY
MCP24640024	210016654	Montgomery County Police	Injury Crash	2021-05-04T05:26:00.000	UNKNOWN	PEDESTRIAN	OTHER	OTHER	DARK LIGHTS ON	TRAFFIC SIGNAL	UNKNOWN	UNKNOWN	4C93923C-7419-4F22-A22D-B031025DF672	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	DARK CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Maryland (State)	UNKNOWN
DD5637002D	210016410	Rockville Police Departme	Injury Crash	2021-05-02T17:30:00.000	UNKNOWN	BICYCLIST	OTHER	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	B2DF4689-3C61-4FB4-9BFF-379B62EC72EB	BICYCLIST	Cross/Enter at Intersection	DART DASH	ON ROADWAY NOT AT CROSSWALK	OTHER	DARK CLOTHING	Yes	POSSIBLE INJURY	NONE	Other Public Roadway	DRY
MCP1519003B	210016388	Montgomery County Police	Injury Crash	2021-05-02T13:20:00.000	UNKNOWN	BICYCLIST	HEAD ON	CLEAR	DAYLIGHT	NO CONTROLS	ALCOHOL PRESENT	NONE DETECTED	DDE8A20A-A765-4201-9B68-A2D0ED4E4D7B	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	SHOULDER	OTHER	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	MC/BIKE HELMET	Maryland (State)	DRY
MCP913000BN	210016114	Montgomery County Police	Injury Crash	2021-04-30T13:25:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	1102BDA3-3452-403B-B86C-FD47F24DE22A	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	DRY
MCP2492001M	210015917	Montgomery County Police	Fatal Crash	2021-04-28T23:02:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	MEDICATION PRESENT	4A8EF8F3-B579-4AC5-942B-4471F0C71574	PEDESTRIAN	Cross/Enter not at Intersection	NO IMPROPER ACTIONS	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	LIGHT CLOTHING	No	FATAL INJURY	NONE	Maryland (State)	DRY
MCP26500010	210015754	Montgomery County Police	Injury Crash	2021-04-27T21:49:00.000	DRIVEWAY OF6912 BRADLEY BLVD	PEDESTRIAN	OTHER	CLEAR	DARK LIGHTS ON	OTHER	UNKNOWN	ALCOHOL PRESENT	7BCD6B50-CF78-449E-A7C1-FEBBA0C77549	PEDESTRIAN	Standing	NO IMPROPER ACTIONS	OTHER	OTHER	LIGHT CLOTHING	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP2686004V	210015714	Montgomery County Police	Injury Crash	2021-04-27T17:30:00.000	PARKING LOT OF DSW WAREHOUSE, 12922 MIDDLEBROOK RD, GERMANTOWN MD 20874	OTHER CONVEYANCE	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	UNKNOWN	NONE DETECTED	FAA3AF3C-11C0-4CE0-994A-EB164B7CA86C	OTHER CONVEYANCE	OTHER	OTHER	OTHER	OTHER	MIXED CLOTHING	UNKNOWN	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP3190002B	210015371	Montgomery County Police	Injury Crash	2021-04-25T04:19:00.000	UNKNOWN	PEDESTRIAN	OTHER	RAINING	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	ALCOHOL PRESENT	F4E5BDE1-C503-4225-A0DF-3A1F467664CD	PEDESTRIAN	Cross/Enter at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED MINOR INJURY	NONE	Maryland (State)	WET
MCP2723005J	210015343	Montgomery County Police	Injury Crash	2021-04-24T20:15:00.000	UNKNOWN	PEDESTRIAN	SINGLE VEHICLE	RAINING	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	NONE DETECTED	E8600EFC-1FF0-4B58-879D-DDE45CB3B327	PEDESTRIAN	Cross/Enter at Intersection	OTHER	AT INTERSECTION MARKED CROSSWALK	NO PED. SIGNAL	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	County	WET
MCP3125002S	210015321	Montgomery County Police	Injury Crash	2021-04-24T17:30:00.000	UNKNOWN	OTHER CONVEYANCE	SINGLE VEHICLE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	2BCEB3F7-0B7E-4454-8A52-3C4C87364F8D	OTHER CONVEYANCE	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OBEYED PED. SIGNAL	MIXED CLOTHING	No	SUSPECTED MINOR INJURY	NONE	Ramp	DRY
EJ7889000N	210015206	Gaithersburg Police Depar	Injury Crash	2021-04-23T21:50:00.000	UNKNOWN	PEDESTRIAN	OTHER	CLEAR	OTHER	NO CONTROLS	NONE DETECTED	ALCOHOL PRESENT	010F580A-5947-4BEC-9D0A-D51115B0E05C	PEDESTRIAN	Cross/Enter not at Intersection	IN ROADWAY IMPROPERLY	ON ROADWAY NOT AT CROSSWALK	NO PED. SIGNAL	DARK CLOTHING	Yes	SUSPECTED SERIOUS INJURY	NONE	County	UNKNOWN
DD56280044	210014844	Rockville Police Departme	Injury Crash	2021-04-21T12:02:00.000	DRIVEWAY OF 761 HUNGERFORD DR.	BICYCLIST	STRAIGHT MOVEMENT ANGLE	CLOUDY	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	A88E3760-6C8E-4D82-BE53-272E255BB304	BICYCLIST	Walking/Cycling on Sidewalk	NO IMPROPER ACTIONS	SIDEWALK	NO PED. SIGNAL	REFLECTIVE MATERIAL	No	SUSPECTED MINOR INJURY	NONE	OTHER	UNKNOWN
MCP2411006N	210014713	Montgomery County Police	Injury Crash	2021-04-20T11:50:00.000	MONTROSE CROSSING SHOPPING CENTER	PEDESTRIAN	SINGLE VEHICLE	CLEAR	DAYLIGHT	OTHER	NONE DETECTED	NONE DETECTED	20B0F68F-E65C-4688-9374-B8A763875189	PEDESTRIAN	Cross/Enter at Intersection	NO IMPROPER ACTIONS	ON ROADWAY AT CROSSWALK	OTHER	MIXED CLOTHING	No	POSSIBLE INJURY	NONE	OTHER	UNKNOWN
MCP9386008C	210014691	Montgomery County Police	Property Damage Crash	2021-04-20T10:15:00.000	UNKNOWN	BICYCLIST	SAME DIRECTION SIDESWIPE	CLEAR	DAYLIGHT	NO CONTROLS	NONE DETECTED	NONE DETECTED	77E13935-1334-4793-ADB8-11D0DD6D63EC	BICYCLIST	Walking/Riding w/Traffic	NO IMPROPER ACTIONS	OTHER	OBEYED PED. SIGNAL	MIXED CLOTHING	No	NO APPARENT INJURY	MC/BIKE HELMET	County	DRY
